sbjnum,filter,date,srvyr,sbjnam,usrunq,duration,upload,subjdata,rvwtime,rvwcomment,srvyrcomment,complete,stopq,test,parentid,status,utcdiff,qascore,frscname,exrenum,vstart,vend,rvwname,cancel,srvtype,country,endstatus,uid,language,s06,s06a,s06a_s,s07,s08_o1,s08_o2,s08_o3,s08_o4,s08_o5,s08_o6,s08_o7,s08_o8,s08_o9,s08_o10,s08_o11,s08_o12,s08_o13,s08_o14,s08_o15,s08_o16,s08_o17,s08_o18,s08_o19,s08_o20,s08_98,s09,s10,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a04,a05,a09_o1,a09_o2,a09_o3,a09_o4,a09_o5,a09_o6,a09_98,t_a10_7,t_a10_8,t_a10_5,t_a10_9,t_a10_4,t_a11_1,t_a11_2,x01,x02,x03,x04,x11_timestamp,x11_blk,i_1_x11_c0,i_2_x11_c0,i_3_x11_c0,i_4_x11_c0,i_5_x11_c0,i_6_x11_c0,i_7_x11_c0,i_8_x11_c0,i_9_x11_c0,i_10_x11_c0,i_11_x11_c0,i_12_x11_c0,i_13_x11_c0,i_14_x11_c0,i_15_x11_c0,i_16_x11_c0,i_17_x11_c0,i_18_x11_c0,i_19_x11_c0,i_20_x11_c0,i_21_x11_c0,i_22_x11_c0,i_23_x11_c0,i_24_x11_c0,i_25_x11_c0,i_26_x11_c0,i_27_x11_c0,i_28_x11_c0,i_29_x11_c0,i_30_x11_c0,i_31_x11_c0,i_32_x11_c0,i_33_x11_c0,i_34_x11_c0,i_35_x11_c0,i_36_x11_c0,i_37_x11_c0,i_38_x11_c0,i_39_x11_c0,i_40_x11_c0,t_x23_1,t_x23_2,t_x23_3,t_x23_4,t_x23_5,b05,b08_randomization,b08,t_b10_1,t_b10_2,t_b10_3,t_b10_4,b11,b12,b13,c01_timestamp,c01,c01a,t_c02_1,t_c02_2,t_c02_3,t_c02_7,t_c03_2,t_c03_4,t_c03_5,t_c03_6,t_c03_7,c03_attention,t_c04_1,t_c04_2,t_c04_3,t_c04_5,t_c04_6,t_c04_8,t_c05_1,t_c05_3,t_c05_4,t_c05_6,t_c05_7,t_d08a_1,t_d08a_2,t_d08a_7,t_d08a_8,t_d08a_9,t_d08a_10,t_d08a_11,t_d08a_12,t_d08a_13,t_d08a_14,t_d08a_21,t_d08a_22,t_d08a_23,t_d08a_24,t_d08a_25,t_d08a_26,t_d08a_27,d11,d12,d12_txt1,d12_txt2,d13_order,d13,e01,intro_e02,e02,e03,e04,e04a,t_e05_1,t_e05_4,t_e05_5,t_e05_6,e05_attention,e06_1,t_e06_2_1,t_e06_2_2,t_e08_1,t_e08_2,e09,e10_o1,e10_o2,e10_o3,e10_o4,s_e10_1,s_e10_2,s_e10_3,e10_more_hv,e11,e14,f03,f04_o1,f04_o2,f04_o3,f04_o4,f04_o5,f04_o6,f04_o7,f04_o8,f04_o9,f04_o10,f04_o11,s_f04_98,f05_o1,f05_o2,f05_o3,f05_o4,f05_o5,f05_o6,s_f05_98,t_f06_1,t_f06_2,f08_o1,f08_o2,f08_o3,f08_o4,f08_o5,f08_o6,f08_o7,f08_o8,f08_o9,f08_o10,f08_o11,s_f08_98,f10,total_int_time,s08_1,s08_2,s08_3,s08_4,s08_5,s08_6,s08_7,s08_8,s08_9,s08_10,s08_95,s08_96,s08_97,s08_99,main_method,age_cat,multiple_sex_partners_v1,willing_to_use,condom_use,caseid,weight,qual,sample_source,p_id2021,surv_lang,device,gender,racethnicity,educ5,marital,employ,income,income4,income9,state,region4,region9,metro,internet,housing,home_type,phoneservice,hhsize,hh01,hh25,hh612,hh1317,hh18ov,a09_5,a09_7,a09_8,a09_97,a09_99,tot_children,desired_children,hhd_size,f04_o1_recode,f04_o2_recode,f04_o3_recode,f04_o4_recode,_merge
184240797,-1,05-12-2023 12:22,STGAutoWebSurveyor,5508421,64B539BG,00:18:34,05-12-2023 12:40,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,9,,,,05-12-2023 12:22,05-12-2023 12:40,N/A,-1,2,8,1,5508421,1,41,1,,1,9,,,,,,,,,,,,,,,,,,,,,2,,9,9,,,,,1,7,8,5,,,,,2,2,2,5,,,1,4,1,2,1,05-12-2023 09:56,2,,,,,,,,,,,2,1,2,2,1,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,4,4,3,4,2,1,1,1,5,3,3,4,5,,2,05-12-2023 10:03,3,3,1,1,3,1,1,2,1,1,,1,1,1,5,1,1,4,3,1,1,3,3,,,,,,,,,,,1,1,1,1,1,2,97,30,90,,,2,1,2,,1,,1,44,5,1,4,,1,,1,,0,0,,1,2,3,,0,0,0,2,,6,7,,,,,,,,,,,,,1,,,,,,,1,0,97,,,,,,,,,,,,2,18.566668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,0,2,0,12647,1.430654753,1,1, ,1,Smartphone,1,6,4,1,4,18,4,9,CA,4,9,1,1,1,3,4,2,0,0,0,0,2,1,1,1,0,0,0,0,1,,,,,3
184240886,-1,05-12-2023 12:25,STGAutoWebSurveyor,2181125,64B539BG,00:08:46,05-12-2023 12:34,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-6,,,,05-12-2023 12:25,05-12-2023 12:34,N/A,-1,2,8,3,2181125,1,27,1,,1,7,1,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,1,1,5,,,,,,,5,,5,,,4,4,9,2,2,2,05-12-2023 09:57,2,,,,,,,,,,,2,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,2,1,1,4,2,2,4,1,4,1,05-12-2023 09:59,5,4,5,5,5,5,4,4,4,4,,1,2,4,2,4,4,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,2,75,1000,,,1,1,2,,6,1,4,26,2,2,4,,1,1,,,0,0,,1,2,,,2,1,,1,1,1,4,,,,,,,,,,,,,1,,,,,,,1,,3,,,,,,,,,,,,1,8.7666664,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,3,1,11601,0.865923906,1,1,11014,1,Smartphone,1,4,1,5,2,1,1,1,NM,4,8,1,1,2,1,4,1,0,0,0,0,1,1,0,0,0,0,0,3,1,,,,,3
184241571,-1,05-12-2023 12:50,STGAutoWebSurveyor,4806633,64B539BG,00:18:42,05-12-2023 01:09,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,05-12-2023 12:50,05-12-2023 01:09,N/A,-1,2,8,1,4806633,1,56,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,1,7,8,,,,,,4,3,,,,3,4,4,9,9,9,05-12-2023 10:25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,1,1,3,3,3,3,4,,1,05-12-2023 10:30,3,3,3,3,3,4,2,2,3,4,,1,2,3,3,3,3,3,2,1,1,2,2,,,,,,,,,,,1,97,97,1,1,2,97,0,10,,,2,2,8,,3,2,,,3,3,3,,1,3,,,4,1,3,97,,,,,,,3,,4,6,,,,,,,,,,,,,3,,,,,,,1,2,3,,,,,,,,,,,,3,18.700001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,3,0,19467,0.673229858,1,1,10655,1,Desktop,1,1,2,3,6,4,1,2,ME,1,1,1,1,2,3,4,6,0,0,3,1,4,0,1,1,0,0,5,0,3,,,,,3
184242884,-1,05-12-2023 01:40,STGAutoWebSurveyor,6158442,64B539BG,00:10:14,05-12-2023 01:50,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,05-12-2023 01:40,05-12-2023 01:50,N/A,-1,2,8,1,6158442,1,27,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,1,7,8,,,,,,5,5,,,5,5,5,1,2,2,2,05-12-2023 11:12,1,1,1,1,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,3,2,1,2,4,4,3,3,,2,05-12-2023 11:16,5,5,1,1,1,2,1,2,1,1,,1,2,2,3,3,1,2,3,3,1,3,2,,,,,,,,,,,1,1,1,1,1,2,2,50,51,,,2,1,5,,1,,5,27,4,1,4,,1,3,,,1,0,1,3,,,,,,1,2,,2,1,7,,,,,,,,,,,,1,,,,,,,2,1,97,,,,,,,,,,,,2,10.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0,15410,0.32346837,1,1,16981,1,Smartphone,1,1,3,1,1,6,1,3,MO,2,4,0,1,1,1,4,4,0,1,1,0,2,0,1,1,0,0,1,1,3,,,,,3
184242957,-1,05-12-2023 01:43,STGAutoWebSurveyor,1068234,64B539BG,00:18:05,05-12-2023 02:01,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,-4,,,,05-12-2023 01:43,05-12-2023 02:01,N/A,-1,2,8,1,1068234,1,45,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,3,7,8,,,,,,2,3,,,,2,3,4,3,3,3,05-12-2023 11:16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,2,2,2,2,3,3,4,3,3,3,2,2,4,3,4,4,1,,2,05-12-2023 11:25,3,4,2,1,1,2,1,1,1,2,,1,3,3,4,3,2,3,2,2,2,3,1,,,,,,,,,,,2,1,1,1,2,2,2,50,100,,,1,2,7,,1,,5,49,4,1,2,,1,3,,,2,0,1,97,,,,,,,3,,1,1,1,,,,,,,,,,,,2,5,,,,,,1,2,3,,,,,,,,,,,,2,18.083334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,3,0,15590,0.241337567,1,1, ,1,Smartphone,1,1,3,1,1,13,3,7,CT,1,1,1,1,1,1,4,4,0,1,1,0,2,0,1,1,0,0,2,0,3,,,,,3
184244043,-1,05-12-2023 02:19,STGAutoWebSurveyor,8998315,64B539BG,00:12:35,05-12-2023 02:31,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,05-12-2023 02:19,05-12-2023 02:31,N/A,-1,2,8,1,8998315,1,34,1,,3,7,3,,,,,,,,,,,,,,,,,,,,,,3,3,2,,,1,1,8,,,,,,,5,5,,,5,5,5,2,2,2,3,05-12-2023 11:52,1,1,1,2,1,1,1,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,3,1,1,99,3,3,2,4,5,1,1,05-12-2023 11:55,3,3,2,5,2,3,3,2,2,1,,1,3,1,4,3,3,3,3,3,2,2,3,,,,,,,,,,,97,1,2,2,2,2,2,100,300,,,2,2,2,,6,1,1,27,4,2,3,,1,3,,,0,0,,3,,,,,,2,1,2,1,2,5,,,,,,,,,,,,3,,,,,,,3,0,3,,,,,,,,,,,,2,12.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,1,2,0,14010,1.777513161,1,1,10262,1,Smartphone,1,1,3,5,1,6,1,3,MS,3,6,0,1,3,3,4,1,0,0,0,0,1,0,0,1,0,0,0,2,3,,,,,3
184245066,-1,05-12-2023 03:00,STGAutoWebSurveyor,7003130,64B539BG,00:11:32,05-12-2023 03:12,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,05-12-2023 03:00,05-12-2023 03:12,N/A,-1,2,8,1,7003130,1,21,1,,2,7,,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,3,1,99,,,,,,,5,,,,,1,5,1,2,2,2,05-12-2023 12:33,2,,,,,,,,,,,3,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,2,2,99,4,4,5,5,4,3,1,05-12-2023 12:36,3,3,1,2,1,5,1,1,1,5,,1,1,1,5,1,1,1,3,3,2,3,3,,,,,,,,,,,1,1,1,2,1,2,2,20,60,,,2,2,7,,6,1,1,20,3,1,4,,1,3,,,0,0,,97,,,,,,,3,,1,5,,,,,,,,,,,,,2,,,,,,,3,0,2,,,,,,,,,,,,2,11.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,3,1,20402,3.509677986,1,1,16228,1,Desktop,1,1,5,5,1,18,4,9,SC,3,5,1,1,1,1,1,4,0,0,0,1,3,0,0,0,0,1,0,0,3,,,,,3
184245236,-1,05-12-2023 03:06,STGAutoWebSurveyor,999696,64B539BG,00:13:01,05-12-2023 03:19,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,05-12-2023 03:06,05-12-2023 03:19,N/A,-1,2,8,1,999696,1,42,1,,3,7,1,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,1,1,8,,,,,,,4,4,,,,4,5,1,2,2,2,05-12-2023 12:40,3,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,4,4,4,4,4,3,1,99,3,3,3,3,1,4,3,05-12-2023 12:44,3,3,2,2,3,3,1,1,2,3,,1,3,2,2,2,2,3,3,2,1,1,2,,,,,,,,,,,1,1,1,1,1,2,2,10,25,,,1,2,6,,6,2,,,4,3,4,,1,3,,,0,0,,97,,,,,,,3,,1,4,,,,,,,,,,,,,5,,,,,,,3,1,99,,,,,,,,,,,,2,13.05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,1,3,1,12592,5.845081815,1,1, ,1,Desktop,1,1,2,5,4,13,3,7,PA,1,2,1,1,1,1,4,5,0,0,0,1,4,0,0,1,0,0,0,0,4,,,,,3
184245519,-1,05-12-2023 03:18,STGAutoWebSurveyor,9027522,64B539BG,00:20:39,05-12-2023 03:39,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,05-12-2023 03:18,05-12-2023 03:39,N/A,-1,2,8,1,9027522,1,59,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,3,99,,,,,,,,,,,,1,4,2,2,2,2,05-12-2023 12:52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,3,3,3,3,3,3,1,1,1,1,1,2,2,99,3,4,3,5,99,,1,05-12-2023 12:58,3,3,1,2,1,3,3,2,1,4,,1,3,2,4,2,3,3,3,3,3,3,3,,,,,,,,,,,97,97,97,97,1,97,1,,,,,2,3,6,,1,,5,57,3,2,4,,1,3,,,2,1,1,97,,,,,,,3,,1,1,4,,,,,,,,,,,,2,,,,,,,1,0,3,,,,,,,,,,,,3,20.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,1,0,15395,1.116832718,1,1, ,1,Smartphone,1,1,2,1,1,13,3,7,AL,3,6,0,1,1,1,4,2,0,0,0,0,2,0,0,0,0,1,3,0,1,,,,,3
184246072,-1,05-12-2023 03:37,STGAutoWebSurveyor,3599253,64B539BG,00:09:27,05-12-2023 03:47,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Approved,-7,,,,05-12-2023 03:37,05-12-2023 03:46,N/A,-1,2,8,3,3599253,1,44,1,,1,9,,,,,,,,,,,,,,,,,,,,,2,,9,9,,,,,1,7,,,,,,,4,,,5,,,5,2,2,2,2,05-12-2023 01:09,3,,,,,,,,,,,,,,,,,,,,,3,2,1,3,2,1,1,1,3,3,,,,,,,,,,,4,5,4,4,4,3,1,1,3,3,3,5,4,,2,05-12-2023 01:13,4,4,1,1,2,3,3,1,1,2,,1,2,3,5,2,2,3,2,1,2,2,1,,,,,,,,,,,1,1,1,1,1,2,2,75,100,,,1,1,4,,2,,3,34,5,1,4,,1,,3,,1,0,1,1,,,,1,,,2,,2,1,2,,,,,,,,,,,,2,,,,,,,2,1,3,,,,,,,,,,,,2,9.4499998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,0,3,0,18893,3.238517006,1,1,15336,1,Smartphone,1,4,2,5,1,3,1,2,WA,4,9,1,1,2,5,2,6,0,0,0,0,3,0,1,0,0,0,1,1,3,,,,,3
184246158,-1,05-12-2023 03:39,STGAutoWebSurveyor,9497340,64B539BG,00:07:37,05-12-2023 03:47,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-6,,,,05-12-2023 03:39,05-12-2023 03:47,N/A,-1,2,8,3,9497340,1,42,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,3,7,8,,,,,,2,3,,,,2,2,9,9,9,9,05-12-2023 01:11,2,,,,,,,,,,,3,3,3,3,1,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,1,3,3,2,3,3,1,1,4,2,2,3,6,,2,05-12-2023 01:13,3,3,3,3,2,4,2,1,2,2,,1,3,3,4,3,2,3,3,1,3,1,3,,,,,,,,,,,1,1,1,2,1,2,2,10,15,,,2,3,3,,1,,4,35,4,2,3,,1,4,,,1,1,1,1,2,,,1,1,,2,,1,1,10,,,,,,,,,,,,2,,,,,,,2,2,97,,,,,,,,,,,,3,7.6166668,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,3,0,2,0,14636,0.278436395,1,1,12809,1,Smartphone,1,1,3,1,1,15,4,8,ND,2,4,0,1,1,1,4,5,0,1,1,1,2,0,1,1,0,0,2,2,4,,,,,3
184246197,-1,05-12-2023 03:42,STGAutoWebSurveyor,9035900,64B539BG,00:15:53,05-12-2023 03:58,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-7,,,,05-12-2023 03:42,05-12-2023 03:58,N/A,-1,2,8,1,9035900,1,35,1,,2,7,3,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,3,1,8,,,,,,,5,3,,,,4,4,9,9,9,9,05-12-2023 01:15,1,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,1,1,99,5,2,3,4,2,5,3,05-12-2023 01:19,2,4,4,1,3,3,4,2,3,3,,1,4,3,3,3,3,3,3,2,3,3,2,,,,,,,,,,,1,2,2,1,1,2,2,20,40,,,2,1,4,,2,,3,30,4,1,4,,1,3,,,2,,1,1,,,,2,,,2,,1,1,7,,,,,,,,,,,,2,,,,,,,2,2,3,,,,,,,,,,,,1,15.883333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,3,1,3,1,11333,1.720353518,1,1, ,1,Smartphone,1,1,3,5,1,14,4,8,OR,4,9,1,0,2,1,4,1,0,0,0,0,1,0,0,1,0,0,2,2,4,,,,,3
184246319,-1,05-12-2023 03:45,STGAutoWebSurveyor,3507027,64B539BG,00:13:56,05-12-2023 04:00,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,05-12-2023 03:45,05-12-2023 03:59,N/A,-1,2,8,1,3507027,1,32,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,3,7,8,,,,,,2,4,,,,3,5,1,2,2,2,05-12-2023 01:18,2,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,2,1,3,4,5,5,7,,2,05-12-2023 01:23,2,3,1,1,1,1,1,1,1,1,,1,1,1,4,1,1,3,3,1,3,3,3,,,,,,,,,,,1,1,1,1,1,2,2,0,50,,,2,2,3,,1,,5,31,5,1,2,,1,3,,,0,0,,97,,,,,,,3,,1,1,1,,,,,,,,,,,,2,,,,,,,2,0,97,,,,,,,,,,,,2,13.933333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,2,0,2,0,12355,0.731679028,1,1,11468,1,Smartphone,1,1,5,1,1,16,4,9,CT,1,1,1,1,1,1,4,2,0,0,0,0,2,0,1,1,0,0,0,0,2,,,,,3
184246988,-1,05-12-2023 04:10,STGAutoWebSurveyor,162110,64B539BG,00:12:36,05-12-2023 04:22,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,-4,,,,05-12-2023 04:10,05-12-2023 04:22,N/A,-1,2,8,1,162110,1,58,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,3,99,,,,,,,,,,,5,4,2,1,1,2,2,05-12-2023 01:43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,2,2,1,3,4,4,5,4,4,3,1,1,4,3,3,4,2,,1,05-12-2023 01:46,5,5,2,4,3,4,4,4,2,2,,1,3,4,5,2,2,2,2,1,2,1,1,,,,,,,,,,,1,1,2,1,1,2,2,100,200,,,2,1,2,,1,,4,50,5,1,2,,1,3,,,1,2,2,1,,,,3,,,1,2,4,1,1,9,,,,,,,,,,,3,,,,,,,2,2,2,,,,,,,,,,,,3,12.616667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,19247,1.202450809,1,1,20082,1,Desktop,1,1,2,1,5,4,1,2,PA,1,2,0,1,1,4,1,2,0,0,0,0,2,0,0,0,0,1,3,3,4,,,,,3
184247139,-1,05-12-2023 04:15,STGAutoWebSurveyor,9031824,64B539BG,00:20:52,05-12-2023 04:36,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,-4,,,,05-12-2023 04:15,05-12-2023 04:36,N/A,-1,2,8,1,9031824,1,47,1,,1,6,,,,,,,,,,,,,,,,,,,,,,4,6,6,,,,,2,7,,,,,,,3,,,,4,2,,4,3,3,3,05-12-2023 01:51,3,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1,2,1,2,2,1,,,,,,,,,,,3,4,3,4,5,3,1,1,2,4,4,4,3,,1,05-12-2023 01:57,1,2,2,2,3,3,2,3,2,2,,1,3,3,4,2,2,2,3,1,1,1,2,,,,,,,,,,,1,97,1,97,1,2,2,20,25,,,1,2,3,,1,,5,47,5,2,3,,1,,,3,2,1,1,97,,,,,,,3,,2,1,7,,,,,,,,,,,,2,,,,,,,1,,3,,,,,,,,,,,,3,20.883333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,3,0,16468,1.250778316,1,1, ,1,Smartphone,1,1,2,1,1,16,4,9,WV,3,5,1,1,1,1,4,3,0,0,0,0,3,0,1,0,0,0,3,0,1,,,,,3
184247366,-1,05-12-2023 04:21,STGAutoWebSurveyor,7280622,64B539BG,00:17:23,05-12-2023 04:39,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,05-12-2023 04:21,05-12-2023 04:38,N/A,-1,2,8,1,7280622,1,40,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,4,7,,,,,,,1,,,,,5,5,1,2,2,2,05-12-2023 01:54,1,2,3,3,1,3,2,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,3,2,1,4,4,3,2,6,,2,05-12-2023 02:02,4,5,1,1,2,2,1,1,1,1,,1,2,4,5,3,1,4,3,1,3,2,3,,,,,,,,,,,1,2,1,1,1,2,1,30,100,,,2,1,6,,1,,4,33,3,2,5,,1,3,,,1,0,1,1,2,,,1,1,,1,1,1,1,1,,,,,,,,,,,Engineering,2,,,,,,,1,1,97,,,,,,,,,,,,1,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,3,0,2,0,16635,0.958229056,1,1,19245,1,Desktop,1,1,4,1,1,16,4,9,NC,3,5,1,1,1,1,4,2,0,0,0,0,2,0,1,0,0,0,1,2,2,1,,,,3
184247860,-1,05-12-2023 04:34,STGAutoWebSurveyor,13565,64B539BG,00:09:03,05-12-2023 04:43,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,05-12-2023 04:34,05-12-2023 04:43,N/A,-1,2,8,3,13565,1,53,1,,2,7,,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,1,1,8,,,,,,,4,4,,,,2,4,1,2,2,2,05-12-2023 02:06,2,,,,,,,,,,,2,2,2,2,2,2,3,1,2,2,,,,,,,,,,,,,,,,,,,,,2,3,1,3,3,3,1,1,3,2,3,4,7,5,2,05-12-2023 02:08,3,3,1,2,3,4,3,2,1,3,,1,3,2,5,3,2,3,3,1,1,3,1,,,,,,,,,,,1,1,1,1,1,1,97,55,80,,,2,2,1,,6,1,5,45,4,2,4,,1,3,,,0,0,,3,,,,,,3,1,1,1,7,,,,,,,,,,,,,5,,,,,,,2,0,97,,,,,,,,,,,,2,9.083333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,1,2,1,17843,0.574169792,1,1, ,1,Smartphone,1,1,3,5,5,6,1,3,MI,2,3,1,1,3,1,4,1,0,0,0,0,1,0,0,1,0,0,0,3,2,,,,,3
184247863,-1,05-12-2023 04:34,STGAutoWebSurveyor,717890,64B539BG,00:09:20,05-12-2023 04:43,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,05-12-2023 04:34,05-12-2023 04:43,N/A,-1,2,8,3,717890,1,32,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,3,7,8,,,,,,2,5,,,,4,5,1,2,2,2,05-12-2023 02:06,2,,,,,,,,,,,1,3,2,2,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,2,5,5,4,4,1,1,2,4,3,4,4,3,,3,05-12-2023 02:09,3,3,2,2,2,2,2,2,2,2,,1,3,2,4,2,2,2,2,1,2,2,2,,,,,,,,,,,1,2,1,1,1,2,2,15,16,,,2,2,5,,1,,5,31,5,1,2,,1,3,,,1,1,1,1,2,,,2,1,,1,2,1,1,7,,,,,,,,,,,,2,,,,,,,2,2,3,,,,,,,,,,,,2,9.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,2,0,3,0,19672,0.522335507,1,1,15809,1,Desktop,1,1,4,1,1,13,3,7,IN,2,3,1,1,1,1,4,5,1,2,0,0,2,0,1,1,0,0,2,3,4,,,,,3
184247925,-1,05-12-2023 04:36,STGAutoWebSurveyor,9964239,64B539BG,00:12:00,05-12-2023 04:48,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,-5,,,,05-12-2023 04:36,05-12-2023 04:48,N/A,-1,2,8,1,9964239,1,49,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,3,7,8,,,,,,3,4,,,,1,3,2,2,2,3,05-12-2023 02:08,3,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,1,1,3,1,2,,,,,,,,,,,1,2,1,1,1,1,2,2,4,4,3,4,1,,1,05-12-2023 02:12,4,4,1,5,3,1,1,2,1,2,,1,2,1,3,3,1,2,1,2,2,3,2,,,,,,,,,,,2,1,1,2,97,2,1,50,100,,,2,3,5,,1,,4,42,4,2,4,,1,3,,,0,0,,1,2,,,1,1,,1,1,6,1,7,,,,,,,,,,,,2,,,,,,,1,0,99,,,,,,,,,,,,2,12.016666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,3,0,17583,0.941673879,1,1, ,1,Smartphone,1,1,2,1,1,11,3,6,IL,2,3,0,1,1,1,4,2,0,0,0,0,2,0,1,1,0,0,0,2,1,,,,,3
