sbjnum,filter,date,srvyr,sbjnam,usrunq,duration,netduration,stgver,upload,subjdata,srvyrcomment,complete,stopq,test,parentid,utcdiff,qascore,frscname,exrenum,vstart,vend,rvwname,cancel,country,psuid,htype,confirm,rev01,gps,hhid,language,s01,s02,s03_o1,s03_o2,s03_o3,s03_o4,s03_o5,s03_o6,s03_o7,s03_o8,s03_o9,s03_o10,s03_o11,s03_o12,s03_o13,s03_o14,s03_o15,s03_o16,s03_98,irb1,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a03,a04_o1,a04_o2,a04_o3,a04_o4,a04_o5,a04_o6,a04_o7,a04_o8,a04_o9,a04_o10,a04_o11,a04_o12,a04_o13,a04_o14,a04_o15,a04_o16,a04_98_other,t_a06_1,t_a06_2,t_a06_3,t_a06_4,t_a07_1,t_a07_2,b01,t_b02_1,t_b02_2,t_b02_3,t_b02_4,t_b02_5,t_b02_6,t_b03_1,t_b03_2,t_b03_3,t_b03_4,b04,t_b05_1,t_b05_2,t_b05_3,t_b05_4,t_b05_5,t_b05_6,t_b06_1,t_b06_2,t_b06_3,t_b06_4,t_b06_5,t_b06_6,t_b07_1,t_b07_2,t_b07_3,t_b07_4,t_b08_1,t_b08_2,t_b08_3,b09,c_intro,c01,t_c02_1,t_c02_2,t_c02_3,t_c02_4,t_c03_1,t_c03_2,t_c03_3,t_c03_4,t_c03_5,t_c03_6,t_c04_1,t_c04_2,t_c04_3,t_c04_4,t_c04_5,t_c04_1_1,t_c04_1_2,t_c04_1_3,t_c04_1_4,t_c05_1,t_c05_2,t_c05_3,t_c05_4,t_c05_5,t_c05_6,t_c05_7,t_c05_8,t_c06_1,t_c06_2,t_c06_3,t_c06_4,t_c06_5,d01_o1,d01_o2,d01_o3,d01_o4,d01_o5,d01_o6,d01_o7,d01_o8,d01_o9,d01_o10,d01_o11,d01_o12,d01_o13,d01_o14,d01_s,d02_o1,d02_o2,d02_o3,d02_o4,d02_o5,d02_o6,d02_o7,d02_o8,d02_o9,d02_o10,d02_o11,d02_o12,d02_o13,d02_s,t_d03_1,t_d03_2,t_d03_3,t_d03_4,t_d03_5,t_d03_6,t_d03_7,t_d03_8,t_d03_9,t_d04_1,t_d04_2,t_d04_3,t_d04_4,d05_1,d05_2,d05_3,d06,e01,e01_checkpasswd,e02,e03,e04_1,t_e04_2_1,t_e04_2_2,t_e05_1,t_e05_2,e07_o1,e07_o2,e07_o3,e07_o4,s_e07_1,s_e07_2,s_e07_3,e07_more_hv,e08,e09,e11,f01,f01_98,f02,f03_o1,f03_o2,f03_o3,f03_o4,f03_o5,f03_o6,f03_98,f04,f04_98_other,f05a,f05b_o1,f05b_o2,f05b_o3,f05b_o4,f05b_o5,f05b_o6,f05b_o7,f05b_s,f05c,f05c_98_other,f05d_o1,f05d_o2,f05d_o3,f05d_o4,f05d_o5,f05d_o6,f05d_o7,f05d_o8,f05d_o9,f05d_o10,f05d_o11,f05d_o12,f05d_o13,f05d_s,f05e_o1,f05e_o2,f05e_o3,f05e_o4,f05e_o5,f05e_o6,f05e_o7,f05e_s,f05f_o1,f05f_o2,f05f_o3,f05f_o4,f05f_o5,f05f_o6,f05f_o7,f05f_o8,f05f_o9,f05f_o10,f05f_o11,f05f_s,f05g_o1,f05g_o2,f05g_o3,f05g_o4,f05g_o5,f05g_o6,f05g_o7,f05g_o8,f05g_s,f05h_o1,f05h_o2,f05h_o3,f05h_o4,f05h_o5,f05h_o6,f05h_o7,s03_1,s03_2,s03_3,s03_4,s03_5,s03_6,s03_7,s03_8,s03_9,s03_10,s03_15,s03_16,s03_97,s03_99,f03_1,f03_2,f03_3,f03_4,f03_5,f03_6,f03_7
166063514,-1,04-06-2022 11:46,VN.121,PC_Subject,,00:21:07,00:19:11,1.32.557.20849 PC,04-06-2022 12:07,"All steps are completed: PSUID=3287, HHID=216",,1,92,0,,7,,,,04-06-2022 11:46,04-06-2022 12:07,N/A,-1,Vietnam,3287,rural,Yes,,No,216,Vietnamese,Yes,48,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Not often,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Neutral,,,,Probably not,Probably not,Within 7 to 12 months,,,,,,,,,,,,Small problem,Small problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Small problem,Not a problem at all,Small problem,Big problem,Small problem,,,,"STI and HIV protection is nice to have, but not necessary",,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A lot,A moderate amount,,,,,,,Married,10+ years,He usually decides,,,1,1,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,Never,Never used / not aware of this method,Primary (Year 1 - 5),,Throughout the year,"Other, specify:",,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166065854,-1,04-06-2022 02:03,VN.132,PC_Subject,,00:16:03,00:15:49,1.32.557.20849 PC,04-06-2022 02:20,"All steps are completed: PSUID=3203, HHID=256",,1,92,0,,7,,,,04-06-2022 02:03,04-06-2022 02:19,N/A,-1,Vietnam,3203,rural,Yes,,No,256,Vietnamese,Yes,24,Having sex only on safe days / counting days,Male condom,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,Half of the time,Half of the time,"Want to avoid pregnancy, but would be ok if it happened",Regular periods,Lower sex drive or interest,,,,,,,,,,,,,,,,Very Satisfied,Satisfied,Satisfied,,Might or might not,Might or might not,Within 7 to 12 months,,,,,,,,,,,,Big problem,Big problem,Small problem,Small problem,Small problem,Small problem,Big problem,Big problem,Small problem,Not a problem at all,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Small problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A moderate amount,A moderate amount,,,,500000,,,Married,3 to 5 years,We decide equally,,,0,1,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,Not in past year,Diploma/Certificate,,Do not work,,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,,,,,,
166069028,-1,04-06-2022 04:27,VN.089,PC_Subject,,00:17:05,00:14:48,1.32.557.20849 PC,04-06-2022 04:44,"All steps are completed: PSUID=3139, HHID=215",,1,92,0,,7,,,,04-06-2022 04:27,04-06-2022 04:44,N/A,-1,Vietnam,3139,urban,Yes,,No,215,Vietnamese,Yes,24,Male condom,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,Rarely,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Satisfied,Neutral,,,Definitely not,Definitely not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,,,,,,,Married,3 to 5 years,We decide equally,,,1,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,Not in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
166069527,-1,04-06-2022 04:45,VN.089,PC_Subject,,00:16:11,00:14:39,1.32.557.20849 PC,04-06-2022 05:01,"All steps are completed: PSUID=3139, HHID=216",,1,92,0,,7,,,,04-06-2022 04:45,04-06-2022 05:01,N/A,-1,Vietnam,3139,urban,Yes,,No,216,Vietnamese,Yes,33,Implant,,,,,,,,,,,,,,,,,Consent obtained,Implant,Implant,,,,Want to avoid pregnancy at all costs,None,,,,,,,,,,,,,,,,,,,,Satisfied,Definitely not,Definitely not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,,,,200000,,,Married,6 - 9 years,We decide equally,,,1,1,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,Never,Not in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166070029,-1,04-06-2022 04:58,VN.132,PC_Subject,,00:18:55,00:17:06,1.32.557.20849 PC,04-06-2022 05:17,"All steps are completed: PSUID=3122, HHID=255",,1,92,0,,7,,,,04-06-2022 04:58,04-06-2022 05:17,N/A,-1,Vietnam,3122,urban,Yes,,No,255,Vietnamese,Yes,31,1 or 2 pills taken after sex,Male condom,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Half of the time,,,"Want to avoid pregnancy, but would be ok if it happened",Irregular periods,Heavier periods,More acne,,,,,,,,,,,,,,,Neutral,,,,Definitely not,Might or might not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,Never visited/ heard about them,A little,,,,50000,,,Married,3 to 5 years,We decide equally,,,1,0,Sons:,Daughters:,,,2,2,,More kids: E05 <E07,In the next 3 to 5 years,Never,Don't remember,Graduate from university/college,,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
166077517,-1,04-06-2022 06:47,VN.126,Android_Subject,,00:20:37,00:18:02,1.32.543.19 AN,04-06-2022 08:49,"All steps are completed: PSUID=3226, HHID=184",,1,92,0,,7,,,,04-06-2022 06:47,04-06-2022 07:08,N/A,-1,Vietnam,3116,rural,Yes,,No,132,Vietnamese,Yes,24,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,,,,Might or might not,Probably,1 to 3 months,,,,,,,,,,,,Big problem,Not a problem at all,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Not a problem at all,Big problem,Not a problem at all,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,No difference,Good thing,Good thing,No difference,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,Never visited/ heard about them,A moderate amount,A moderate amount,,,,,,,Never married,1 to 2 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,Not in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166077518,-1,04-06-2022 07:10,VN.126,Android_Subject,,00:44:57,00:21:11,1.32.543.19 AN,04-06-2022 08:49,"All steps are completed: PSUID=3116, HHID=132",,1,92,0,,7,,,,04-06-2022 07:10,04-06-2022 07:55,N/A,-1,Vietnam,3266,urban,Yes,,No,184,Vietnamese,Yes,22,1 or 2 pills taken after sex,Male condom,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,All the time,,,Want to avoid pregnancy at all costs,Heavier periods,More acne,,,,,,,,,,,,,,,,Satisfied,,,,Definitely,Definitely,Use right away,,,,,,,,,,,,Big problem,Small problem,Small problem,Big problem,Not a problem at all,Not a problem at all,Big problem,Not a problem at all,Small problem,Big problem,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Small problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,Never visited/ heard about them,A moderate amount,A moderate amount,,,,500000,,,Never married,3 to 5 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 6 to 10 years,Never,2 times in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
166126431,-1,04-07-2022 09:05,VN.015,PC_Subject,,00:15:09,00:13:27,1.32.347.24487 PC,04-07-2022 09:21,"All steps are completed: PSUID=3247, HHID=102",,1,92,0,,7,,,,04-07-2022 09:05,04-07-2022 09:21,N/A,-1,Vietnam,3247,rural,Yes,,No,102,Vietnamese,Yes,39,Having sex only on safe days / counting days,1 or 2 pills taken after sex,,,,,,,,,,,,,,,,Consent obtained,Having sex only on safe days / counting days,Having sex only on safe days / counting days,,,All the time,Want to avoid pregnancy at all costs,Weight gain,Sore breasts,Regular periods,Lighter periods,Less acne/Better skin,,,,,,,,,,,,,,,Satisfied,,Definitely not,Definitely not,1 to 2 years,,,,,,,,,,,,Big problem,Small problem,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A little,A lot,,,,50000,,,Married,10+ years,I always decide,,,2,1,Sons:,Daughters:,,,2,1,,Don't want more: E05≥ E07,,2,4 or more times in past year,High School(Year 10 - 12),,Seasonally / part of the year,"Agricultural (farming, livestock, fishing)",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
166126873,-1,04-07-2022 08:56,VN.126,Android_Subject,,00:24:16,00:18:35,1.32.543.19 AN,04-07-2022 09:30,"All steps are completed: PSUID=3116, HHID=229",,1,92,0,,7,,,,04-07-2022 08:56,04-07-2022 09:20,N/A,-1,Vietnam,3116,urban,Yes,,No,229,Vietnamese,Yes,23,Daily pill,Male condom,,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,Half of the time,,,Would be ok either way,Regular periods,Less acne/Better skin,,,,,,,,,,,,,,,,Neutral,,,Satisfied,Probably,Probably,3 to 5 years,,,,,,,,,,,,Small problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A little,A moderate amount,,,,150000,,,Never married,1 to 2 years,We decide equally,,,0,0,Either:,,,,,,2,More kids: E05 <E07,In the next 1 to 2 years,Never,1 time in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166127554,-1,04-07-2022 09:27,VN.011,PC_Subject,,00:17:57,00:16:07,1.32.557.20849 PC,04-07-2022 09:45,"All steps are completed: PSUID=3261, HHID=148",,1,92,0,,7,,,,04-07-2022 09:27,04-07-2022 09:45,N/A,-1,Vietnam,3261,rural,Yes,,No,148,Vietnamese,Yes,22,1 or 2 pills taken after sex,Male condom,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,Not often,,Want to avoid pregnancy at all costs,Sore breasts,,,,,,,,,,,,,,,,,Satisfied,Neutral,,,Might or might not,Might or might not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Not a problem at all,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A moderate amount,A moderate amount,,,,100000,,,Married,1 to 2 years,We decide equally,,,1,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,Within 1 year,Never,Not in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
166128379,-1,04-07-2022 09:46,VN.011,PC_Subject,,00:16:47,00:16:38,1.32.557.20849 PC,04-07-2022 10:03,"All steps are completed: PSUID=3261, HHID=190",,1,92,0,,7,,,,04-07-2022 09:46,04-07-2022 10:03,N/A,-1,Vietnam,3261,rural,Yes,,No,190,Vietnamese,Yes,31,1 or 2 pills taken after sex,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,Consent obtained,Withdrawal method / pulling out before ejaculation,Withdrawal method / pulling out before ejaculation,,Most of the time,,Want to avoid pregnancy at all costs,None,,,,,,,,,,,,,,,,,,Satisfied,,,Definitely not,Definitely,4 to 6 months,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A moderate amount,A moderate amount,,,,100000,,,Married,6 - 9 years,I usually decide,,,0,1,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 1 to 2 years,Never,2 times in past year,High School(Year 10 - 12),,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
166128901,-1,04-07-2022 09:58,VN.015,PC_Subject,,00:15:37,00:12:38,1.32.347.24487 PC,04-07-2022 10:14,"All steps are completed: PSUID=3247, HHID=106",,1,92,0,,7,,,,04-07-2022 09:58,04-07-2022 10:14,N/A,-1,Vietnam,3247,rural,Yes,,No,106,Vietnamese,Yes,31,Having sex only on safe days / counting days,,,,,,,,,,,,,,,,,Consent obtained,Having sex only on safe days / counting days,Having sex only on safe days / counting days,,,Half of the time,"Want to avoid pregnancy, but would be ok if it happened",Regular periods,,,,,,,,,,,,,,,,,,,Satisfied,,Probably not,Probably not,1 to 3 months,,,,,,,,,,,,Big problem,Small problem,Small problem,Big problem,Not a problem at all,Small problem,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Not a problem at all,Small problem,Big problem,Small problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A moderate amount,A lot,,,,400000,,,Married,10+ years,We decide equally,,,2,0,Sons:,Daughters:,,,2,1,,More kids: E05 <E07,In the next 1 to 2 years,Never,3 times in past year,Graduate from university/college,,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166153309,-1,04-07-2022 02:22,VN.125,PC_Subject,,00:20:37,00:19:54,1.32.557.20849 PC,04-08-2022 08:41,"All steps are completed: PSUID=3266, HHID=163",,1,92,0,,7,,,,04-07-2022 02:22,04-07-2022 02:43,N/A,-1,Vietnam,3266,rural,Yes,,No,163,Vietnamese,Yes,21,Daily pill,Male condom,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,All the time,,,Want to avoid pregnancy at all costs,Regular periods,,,,,,,,,,,,,,,,,Satisfied,,,,Might or might not,Might or might not,7,,,,,,,,,,,,Big problem,Small problem,Small problem,Small problem,Small problem,Not a problem at all,Small problem,Big problem,Small problem,Big problem,Not a problem at all,Small problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,No difference,Good thing,Good thing,Good thing,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A little,,,,1000000,,,Never married,1 to 2 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,Want to wait longer than 10 years,Never,Not in past year,High School(Year 10 - 12),,Whenever work is available,"Other, specify:",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166153310,-1,04-07-2022 03:57,VN.125,PC_Subject,,00:19:23,00:16:14,1.32.557.20849 PC,04-08-2022 08:41,"All steps are completed: PSUID=3287, HHID=203",,1,92,0,,7,,,,04-07-2022 03:57,04-07-2022 04:16,N/A,-1,Vietnam,3287,rural,Yes,,No,203,Vietnamese,Yes,25,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,,,,Probably not,Probably,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Small problem,Small problem,Small problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A little,A little,A little,,,,,,,Married,3 to 5 years,He usually decides,,,1,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,Never used / not aware of this method,High School(Year 10 - 12),,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
